case_id,company_id,company_cin,sector,character_score,capacity_score,capital_score,collateral_score,conditions_score,composite_score,decision,character_label,capacity_label,capital_label,collateral_label,conditions_label,computed_at
CAM_00118,COMP_00118,L53983AS2010PLC000118,Consumer Cyclical,9.55,5.25,5.0,5.89,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.399791
CAM_00119,COMP_00119,L57311TR2010PLC000119,Real Estate,9.55,5.2,5.0,5.83,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.422911
CAM_00120,COMP_00120,L35016NL2010PLC000120,Basic Materials,7.57,4.85,5.0,5.91,6.5,5.97,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.449443
CAM_00121,COMP_00121,L73377KL2010PLC000121,Healthcare,8.33,5.06,5.0,5.92,6.5,6.26,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.473121
CAM_00122,COMP_00122,L24554AS2010PLC000122,Financial Services,7.6,4.92,5.0,5.81,6.5,5.99,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.497863
CAM_00123,COMP_00123,L75196DN2010PLC000123,Real Estate,9.55,4.54,5.0,5.84,6.5,6.46,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.520653
CAM_00124,COMP_00124,L65815MP2010PLC000124,Basic Materials,9.55,5.24,5.0,5.97,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.543563
CAM_00125,COMP_00125,L83158BR2010PLC000125,Basic Materials,9.55,5.21,5.0,5.88,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.569121
CAM_00126,COMP_00126,L26775DN2010PLC000126,Financial Services,7.58,5.41,5.0,5.95,6.5,6.14,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.592679
CAM_00127,COMP_00127,L22813AN2010PLC000127,Consumer Defensive,9.55,5.15,5.0,5.97,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.616585
CAM_00128,COMP_00128,L79589CG2010PLC000128,Basic Materials,7.66,4.5,5.0,5.81,6.5,5.88,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.642284
CAM_00129,COMP_00129,L37986GJ2010PLC000129,Energy,8.32,5.09,5.0,5.77,6.5,6.25,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.666696
CAM_00130,COMP_00130,L46134GJ2010PLC000130,Real Estate,9.55,4.96,5.0,5.87,6.5,6.59,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.689325
CAM_00131,COMP_00131,L18748TN2010PLC000131,Energy,9.55,5.18,5.0,5.65,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.717784
CAM_00132,COMP_00132,L69581DN2010PLC000132,Consumer Cyclical,9.55,5.26,5.0,5.99,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.742355
CAM_00133,COMP_00133,L16803JH2010PLC000133,Healthcare,8.0,4.82,5.0,5.94,4.2,5.86,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Adverse,2026-03-12T15:06:30.765615
CAM_00134,COMP_00134,L13379LD2010PLC000134,Healthcare,7.84,5.09,5.0,5.99,6.5,6.13,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.789756
CAM_00135,COMP_00135,L58758JH2010PLC000135,Industrials,8.05,4.62,5.0,5.88,6.5,6.04,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.814050
CAM_00136,COMP_00136,L29454LD2010PLC000136,Basic Materials,9.55,4.43,5.0,5.94,5.5,6.34,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.839000
CAM_00137,COMP_00137,L11140ML2010PLC000137,Industrials,9.55,5.27,5.0,5.89,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.863396
CAM_00138,COMP_00138,L81169KA2010PLC000138,Basic Materials,9.55,4.82,5.0,5.86,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.887791
CAM_00139,COMP_00139,L78221CG2010PLC000139,Basic Materials,9.55,5.17,5.0,5.91,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.912072
CAM_00140,COMP_00140,L67121NL2010PLC000140,Consumer Defensive,8.05,5.17,5.0,5.84,6.5,6.2,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.935310
CAM_00141,COMP_00141,L60090AN2010PLC000141,Basic Materials,9.55,4.61,5.0,5.92,5.5,6.39,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.958083
CAM_00142,COMP_00142,L38506AP2010PLC000142,Healthcare,7.95,4.53,5.0,5.83,6.5,5.98,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:30.981383
CAM_00143,COMP_00143,L64784SK2010PLC000143,Industrials,7.81,5.21,5.0,5.94,5.3,6.03,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.004217
CAM_00144,COMP_00144,L17031SK2010PLC000144,Healthcare,7.62,4.87,5.0,5.98,5.5,5.89,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.027232
CAM_00145,COMP_00145,L79731MP2010PLC000145,Industrials,9.55,5.03,5.0,5.95,5.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.049986
CAM_00146,COMP_00146,L32126DD2010PLC000146,Consumer Cyclical,9.55,4.84,5.0,5.95,6.5,6.56,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.073679
CAM_00147,COMP_00147,L90846BR2010PLC000147,Industrials,9.55,4.94,5.0,5.9,6.5,6.59,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.098067
CAM_00148,COMP_00148,L20794MH2010PLC000148,Consumer Defensive,9.55,4.6,5.0,5.94,6.5,6.49,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.121506
CAM_00149,COMP_00149,L31469OR2010PLC000149,Financial Services,8.95,4.94,5.0,5.96,6.5,6.41,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.144752
CAM_00150,COMP_00150,L90055AS2010PLC000150,Communication Services,9.55,4.84,5.0,5.89,5.5,6.46,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.171751
CAM_00151,COMP_00151,L23575LD2010PLC000151,Basic Materials,7.61,4.82,5.0,5.87,6.5,5.97,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.207369
CAM_00152,COMP_00152,L62107TS2010PLC000152,Consumer Cyclical,9.55,5.21,5.0,5.91,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.231654
CAM_00153,COMP_00153,L69893MH2010PLC000153,Industrials,7.58,4.82,5.0,5.93,6.5,5.96,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.253973
CAM_00154,COMP_00154,L40032LD2010PLC000154,Basic Materials,9.55,5.26,5.0,5.9,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.276554
CAM_00155,COMP_00155,L42339GA2010PLC000155,Basic Materials,9.55,5.12,5.0,5.93,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.298877
CAM_00156,COMP_00156,L47308KL2010PLC000156,Basic Materials,9.55,5.19,5.0,5.94,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.322137
CAM_00157,COMP_00157,L73005BR2010PLC000157,Financial Services,9.55,5.48,5.0,5.65,6.5,6.72,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.344787
CAM_00158,COMP_00158,L19628BR2010PLC000158,Real Estate,9.55,4.96,5.0,5.72,6.5,6.58,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.367604
CAM_00159,COMP_00159,L70440DN2010PLC000159,Industrials,8.96,5.27,5.0,5.85,6.5,6.5,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.390418
CAM_00160,COMP_00160,L57650MP2010PLC000160,Real Estate,9.55,4.55,5.0,5.84,6.5,6.46,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.413112
CAM_00161,COMP_00161,L58080NL2010PLC000161,Financial Services,7.58,5.3,5.0,5.65,6.5,6.08,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.435868
CAM_00162,COMP_00162,L51188DD2010PLC000162,Industrials,9.55,4.76,5.0,5.68,6.5,6.51,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.458912
CAM_00163,COMP_00163,L83937KL2010PLC000163,Consumer Cyclical,9.55,5.22,5.0,5.94,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.482108
CAM_00164,COMP_00164,L37183MH2010PLC000164,Financial Services,9.55,4.41,5.0,5.65,6.5,6.4,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.505788
CAM_00165,COMP_00165,L33274TS2010PLC000165,Real Estate,9.55,5.3,5.0,5.65,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.528478
CAM_00166,COMP_00166,L10712AR2010PLC000166,Basic Materials,9.55,5.29,5.0,5.84,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.551270
CAM_00167,COMP_00167,L39828DN2010PLC000167,Consumer Cyclical,7.63,4.79,5.0,5.95,6.5,5.97,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.575769
CAM_00168,COMP_00168,L91348WB2010PLC000168,Consumer Cyclical,9.55,5.27,5.0,5.9,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.598215
CAM_00169,COMP_00169,L45133MZ2010PLC000169,Real Estate,9.55,4.89,5.0,5.76,5.5,6.46,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.623600
CAM_00170,COMP_00170,L63178TR2010PLC000170,Consumer Cyclical,9.55,5.24,5.0,6.0,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.646589
CAM_00171,COMP_00171,L14058CG2010PLC000171,Basic Materials,9.55,4.86,5.0,5.98,6.5,6.57,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.669647
CAM_00172,COMP_00172,L36030ML2010PLC000172,Consumer Cyclical,9.55,4.74,5.0,5.84,6.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.692639
CAM_00173,COMP_00173,L40605GJ2010PLC000173,Consumer Defensive,9.55,4.97,5.0,5.96,6.5,6.6,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.720463
CAM_00174,COMP_00174,L48491MZ2010PLC000174,Basic Materials,9.55,5.26,5.0,5.91,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.744033
CAM_00175,COMP_00175,L80936MZ2010PLC000175,Real Estate,9.55,5.13,5.0,5.76,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.766753
CAM_00176,COMP_00176,L67950MP2010PLC000176,Real Estate,9.55,5.18,5.0,5.78,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.792213
CAM_00177,COMP_00177,L34092PY2010PLC000177,Industrials,7.6,4.49,5.0,5.76,6.5,5.85,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.815234
CAM_00178,COMP_00178,L80148GA2010PLC000178,Basic Materials,9.55,5.22,5.0,5.9,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.837685
CAM_00179,COMP_00179,L45361KL2010PLC000179,Industrials,9.55,4.47,5.0,5.74,5.5,6.33,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.861014
CAM_00180,COMP_00180,L99478WB2010PLC000180,Energy,9.55,4.34,5.0,5.86,6.5,6.4,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.883312
CAM_00181,COMP_00181,L24482ML2010PLC000181,Consumer Cyclical,9.55,4.78,5.0,5.99,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.905749
CAM_00182,COMP_00182,L52140LD2010PLC000182,Basic Materials,7.57,4.9,5.0,5.96,6.5,5.99,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.927903
CAM_00183,COMP_00183,L14424AR2010PLC000183,Industrials,9.55,5.14,5.0,5.97,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.951183
CAM_00184,COMP_00184,L50416WB2010PLC000184,Consumer Cyclical,9.55,4.62,5.0,5.99,6.5,6.5,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.974398
CAM_00185,COMP_00185,L19883NL2010PLC000185,Technology,9.55,4.57,5.0,5.96,5.5,6.38,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:31.997391
CAM_00186,COMP_00186,L79149DN2010PLC000186,Consumer Defensive,9.55,5.13,5.0,5.96,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.021061
CAM_00187,COMP_00187,L59082CG2010PLC000187,Basic Materials,9.55,4.78,5.0,5.94,4.5,6.34,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Adverse,2026-03-12T15:06:32.044158
CAM_00188,COMP_00188,L98381TR2010PLC000188,Healthcare,8.31,4.96,5.0,5.87,6.2,6.19,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.066661
CAM_00189,COMP_00189,L74697TN2010PLC000189,Industrials,7.59,4.74,5.0,5.96,6.5,5.95,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.089559
CAM_00190,COMP_00190,L50721DD2010PLC000190,Technology,9.55,5.19,5.0,5.83,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.112575
CAM_00191,COMP_00191,L72992CG2010PLC000191,Healthcare,7.94,5.08,5.0,5.91,6.5,6.15,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.135356
CAM_00192,COMP_00192,L90638BR2010PLC000192,Basic Materials,7.58,5.26,5.0,5.85,6.5,6.09,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.158071
CAM_00193,COMP_00193,L63615TR2010PLC000193,Industrials,9.55,4.96,5.0,5.9,6.5,6.59,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.181839
CAM_00194,COMP_00194,L42885SK2010PLC000194,Industrials,7.57,5.25,5.0,5.93,6.5,6.09,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.212983
CAM_00195,COMP_00195,L49705KL2010PLC000195,Utilities,9.55,4.74,5.0,5.67,6.5,6.5,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.249634
CAM_00196,COMP_00196,L28156DD2010PLC000196,Consumer Cyclical,9.55,4.7,5.0,5.99,4.5,6.32,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Adverse,2026-03-12T15:06:32.273737
CAM_00197,COMP_00197,L33869DN2010PLC000197,Industrials,8.3,5.26,5.0,5.95,6.5,6.31,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.297709
CAM_00198,COMP_00198,L10466TR2010PLC000198,Industrials,7.62,5.27,5.0,5.93,6.5,6.11,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.320496
CAM_00199,COMP_00199,L12602GJ2010PLC000199,Industrials,9.55,5.0,5.0,5.74,6.5,6.59,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.342924
CAM_00200,COMP_00200,L54439CG2010PLC000200,Consumer Cyclical,9.55,4.88,5.0,5.98,6.5,6.58,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.365383
CAM_00201,COMP_00201,L91880MH2010PLC000201,Basic Materials,7.77,4.76,5.0,5.94,6.5,6.0,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.389490
CAM_00202,COMP_00202,L36052MH2010PLC000202,Consumer Cyclical,9.55,4.7,5.0,5.96,6.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.413316
CAM_00203,COMP_00203,L75849AR2010PLC000203,Financial Services,7.59,4.72,5.0,5.73,5.5,5.82,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.438443
CAM_00204,COMP_00204,L72894MP2010PLC000204,Industrials,9.55,4.65,5.0,5.97,6.5,6.51,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.463130
CAM_00205,COMP_00205,L71262WB2010PLC000205,Technology,7.6,5.3,5.0,5.7,6.5,6.09,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.486933
CAM_00206,COMP_00206,L32319MH2010PLC000206,Healthcare,8.19,4.78,5.0,5.93,5.5,6.03,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.511637
CAM_00207,COMP_00207,L16276TN2010PLC000207,Real Estate,9.55,5.16,5.0,5.82,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.534593
CAM_00208,COMP_00208,L76689MN2010PLC000208,Financial Services,9.55,5.23,5.0,5.65,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.557414
CAM_00209,COMP_00209,L58877CG2010PLC000209,Consumer Cyclical,9.55,4.82,5.0,5.9,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.581617
CAM_00210,COMP_00210,L11422GA2010PLC000210,Consumer Cyclical,9.55,5.25,5.0,5.94,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.605341
CAM_00211,COMP_00211,L82225DD2010PLC000211,Consumer Defensive,9.55,5.13,5.0,5.98,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.630011
CAM_00212,COMP_00212,L78634LD2010PLC000212,Technology,9.55,5.16,5.0,5.88,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.654677
CAM_00213,COMP_00213,L36887NL2010PLC000213,Technology,9.55,4.57,5.0,5.76,5.5,6.36,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.677613
CAM_00214,COMP_00214,L50042LD2010PLC000214,Consumer Defensive,9.55,4.86,5.0,5.98,6.5,6.57,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.704576
CAM_00215,COMP_00215,L22600MP2010PLC000215,Industrials,7.66,5.22,5.0,5.95,6.2,6.08,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.733658
CAM_00216,COMP_00216,L90787MP2010PLC000216,Consumer Cyclical,9.55,4.82,5.0,5.9,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.757712
CAM_00217,COMP_00217,L23992AP2010PLC000217,Financial Services,9.55,4.79,5.0,5.67,6.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.780638
CAM_00218,COMP_00218,L72452TS2010PLC000218,Consumer Cyclical,9.55,5.26,5.0,5.94,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.804404
CAM_00219,COMP_00219,L89553DD2010PLC000219,Basic Materials,7.6,5.22,5.0,5.93,6.2,6.06,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.828651
CAM_00220,COMP_00220,L30899TR2010PLC000220,Industrials,7.57,5.24,5.0,5.92,6.5,6.08,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.851988
CAM_00221,COMP_00221,L41309KA2010PLC000221,Industrials,8.99,4.73,5.0,5.97,6.5,6.36,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.876728
CAM_00222,COMP_00222,L99987SK2010PLC000222,Consumer Defensive,8.09,4.48,5.0,5.96,6.5,6.02,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.899904
CAM_00223,COMP_00223,L76223JH2010PLC000223,Financial Services,7.57,4.82,5.0,5.76,6.5,5.94,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.922509
CAM_00224,COMP_00224,L45722MP2010PLC000224,Industrials,9.55,4.7,5.0,5.95,4.5,6.32,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Adverse,2026-03-12T15:06:32.945231
CAM_00225,COMP_00225,L87934KA2010PLC000225,Consumer Cyclical,7.57,4.86,5.0,5.98,5.5,5.88,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.967840
CAM_00226,COMP_00226,L63554GA2010PLC000226,Financial Services,9.55,4.23,5.0,5.65,6.5,6.35,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:32.990524
CAM_00227,COMP_00227,L40854WB2010PLC000227,Consumer Cyclical,9.55,5.28,5.0,5.87,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:33.014103
CAM_00228,COMP_00228,L95896MN2010PLC000228,Industrials,7.66,4.82,5.0,5.81,6.5,5.97,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:33.037426
CAM_00229,COMP_00229,L84143KA2010PLC000229,Healthcare,8.43,5.03,5.0,5.7,6.5,6.26,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:33.060397
CAM_00230,COMP_00230,L86502OR2010PLC000230,Communication Services,9.55,5.07,5.0,5.65,6.5,6.6,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:33.084516
CAM_00231,COMP_00231,L35611KL2010PLC000231,Financial Services,9.55,4.98,5.0,5.91,6.5,6.6,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:33.108082
CAM_00232,COMP_00232,L29646KA2010PLC000232,Consumer Cyclical,9.55,5.17,5.0,5.99,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:33.131583
CAM_00233,COMP_00233,L70199AS2010PLC000233,Consumer Defensive,9.55,5.22,5.0,5.93,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:33.154975
CAM_00234,COMP_00234,L18178KA2010PLC000234,Consumer Cyclical,9.55,5.02,5.0,5.95,5.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:33.177665
CAM_00235,COMP_00235,L68863AS2010PLC000235,Financial Services,9.55,4.77,5.0,5.95,6.5,6.54,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:33.201409
