case_id,company_id,company_cin,sector,anomaly_score_raw,anomaly_score_normalized,isolation_forest_label,anomaly_classification,feature_percentile_ranks,n_sector_peers,model_n_estimators,processed_timestamp
CAM_00616,COMP_00616,L45157PY2010PLC000616,Basic Materials,-0.467737,0.8139,normal,normal,"{""dscr"": 84.9, ""debt_to_equity"": 13.2, ""interest_coverage"": 78.1, ""ebitda_margin"": 12.4, ""pat_margin"": 27.8}",370,200,2026-03-12T13:20:09.031652
CAM_00623,COMP_00623,L74040KA2010PLC000623,Basic Materials,-0.452928,0.8695,normal,normal,"{""dscr"": 41.6, ""debt_to_equity"": 23.8, ""interest_coverage"": 26.5, ""ebitda_margin"": 13.8, ""pat_margin"": 16.5}",370,200,2026-03-12T13:20:09.031839
CAM_00624,COMP_00624,L84738AN2010PLC000624,Basic Materials,-0.498358,0.6991,normal,normal,"{""dscr"": 92.2, ""debt_to_equity"": 3.5, ""interest_coverage"": 87.8, ""ebitda_margin"": 61.1, ""pat_margin"": 74.9}",370,200,2026-03-12T13:20:09.032012
CAM_00626,COMP_00626,L83299AR2010PLC000626,Basic Materials,-0.454693,0.8628,normal,normal,"{""dscr"": 73.0, ""debt_to_equity"": 15.1, ""interest_coverage"": 59.2, ""ebitda_margin"": 37.8, ""pat_margin"": 44.6}",370,200,2026-03-12T13:20:09.032187
CAM_00638,COMP_00638,L70379MN2010PLC000638,Basic Materials,-0.442778,0.9075,normal,normal,"{""dscr"": 24.6, ""debt_to_equity"": 88.6, ""interest_coverage"": 30.0, ""ebitda_margin"": 68.9, ""pat_margin"": 56.8}",370,200,2026-03-12T13:20:09.032357
CAM_00648,COMP_00648,L43366WB2010PLC000648,Basic Materials,-0.460252,0.842,normal,normal,"{""dscr"": 11.9, ""debt_to_equity"": 87.3, ""interest_coverage"": 8.9, ""ebitda_margin"": 74.3, ""pat_margin"": 43.0}",370,200,2026-03-12T13:20:09.032540
CAM_00655,COMP_00655,L50521SK2010PLC000655,Basic Materials,-0.526426,0.5939,normal,normal,"{""dscr"": 93.5, ""debt_to_equity"": 0.8, ""interest_coverage"": 84.1, ""ebitda_margin"": 20.5, ""pat_margin"": 38.6}",370,200,2026-03-12T13:20:09.032722
CAM_00663,COMP_00663,L86090LD2010PLC000663,Basic Materials,-0.552567,0.4959,outlier,anomalous,"{""dscr"": 94.6, ""debt_to_equity"": 12.4, ""interest_coverage"": 96.5, ""ebitda_margin"": 19.2, ""pat_margin"": 43.2}",370,200,2026-03-12T13:20:09.032903
CAM_00664,COMP_00664,L42669AS2010PLC000664,Basic Materials,-0.428787,0.96,normal,normal,"{""dscr"": 62.2, ""debt_to_equity"": 43.0, ""interest_coverage"": 57.6, ""ebitda_margin"": 28.4, ""pat_margin"": 36.5}",370,200,2026-03-12T13:20:09.033074
CAM_00668,COMP_00668,L37383MH2010PLC000668,Basic Materials,-0.446603,0.8932,normal,normal,"{""dscr"": 72.7, ""debt_to_equity"": 25.7, ""interest_coverage"": 83.2, ""ebitda_margin"": 70.0, ""pat_margin"": 80.3}",370,200,2026-03-12T13:20:09.033358
CAM_00683,COMP_00683,L45231KL2010PLC000683,Basic Materials,-0.448227,0.8871,normal,normal,"{""dscr"": 23.5, ""debt_to_equity"": 66.2, ""interest_coverage"": 21.6, ""ebitda_margin"": 14.3, ""pat_margin"": 14.3}",370,200,2026-03-12T13:20:09.033573
CAM_00686,COMP_00686,L72159ML2010PLC000686,Basic Materials,-0.564185,0.4524,outlier,anomalous,"{""dscr"": 50.3, ""debt_to_equity"": 50.0, ""interest_coverage"": 43.8, ""ebitda_margin"": 0.5, ""pat_margin"": 0.5}",370,200,2026-03-12T13:20:09.033754
CAM_00691,COMP_00691,L32892DN2010PLC000691,Basic Materials,-0.441328,0.9129,normal,normal,"{""dscr"": 18.6, ""debt_to_equity"": 89.2, ""interest_coverage"": 9.2, ""ebitda_margin"": 52.4, ""pat_margin"": 29.2}",370,200,2026-03-12T13:20:09.033939
CAM_00721,COMP_00721,L72004GA2010PLC000721,Basic Materials,-0.522021,0.6104,normal,normal,"{""dscr"": 91.1, ""debt_to_equity"": 11.1, ""interest_coverage"": 91.1, ""ebitda_margin"": 80.8, ""pat_margin"": 93.8}",370,200,2026-03-12T13:20:09.034111
CAM_00722,COMP_00722,L35949MZ2010PLC000722,Basic Materials,-0.488459,0.7363,normal,normal,"{""dscr"": 89.5, ""debt_to_equity"": 3.8, ""interest_coverage"": 84.6, ""ebitda_margin"": 30.3, ""pat_margin"": 47.8}",370,200,2026-03-12T13:20:09.034278
CAM_00723,COMP_00723,L40509MN2010PLC000723,Basic Materials,-0.564615,0.4507,outlier,anomalous,"{""dscr"": 97.8, ""debt_to_equity"": 4.6, ""interest_coverage"": 96.8, ""ebitda_margin"": 41.4, ""pat_margin"": 64.3}",370,200,2026-03-12T13:20:09.034452
CAM_00725,COMP_00725,L65292AN2010PLC000725,Basic Materials,-0.420994,0.9892,normal,normal,"{""dscr"": 45.9, ""debt_to_equity"": 41.1, ""interest_coverage"": 48.9, ""ebitda_margin"": 50.3, ""pat_margin"": 52.7}",370,200,2026-03-12T13:20:09.034665
CAM_00738,COMP_00738,L28741MZ2010PLC000738,Basic Materials,-0.530789,0.5776,normal,normal,"{""dscr"": 95.9, ""debt_to_equity"": 16.5, ""interest_coverage"": 95.9, ""ebitda_margin"": 61.6, ""pat_margin"": 79.2}",370,200,2026-03-12T13:20:09.034856
CAM_00740,COMP_00740,L56796TR2010PLC000740,Basic Materials,-0.447878,0.8884,normal,normal,"{""dscr"": 48.6, ""debt_to_equity"": 57.0, ""interest_coverage"": 45.7, ""ebitda_margin"": 88.9, ""pat_margin"": 81.1}",370,200,2026-03-12T13:20:09.035030
CAM_00741,COMP_00741,L71602WB2010PLC000741,Basic Materials,-0.432648,0.9455,normal,normal,"{""dscr"": 25.4, ""debt_to_equity"": 80.0, ""interest_coverage"": 31.9, ""ebitda_margin"": 64.9, ""pat_margin"": 54.3}",370,200,2026-03-12T13:20:09.035198
CAM_00747,COMP_00747,L99056AS2010PLC000747,Basic Materials,-0.478859,0.7722,normal,normal,"{""dscr"": 78.6, ""debt_to_equity"": 7.0, ""interest_coverage"": 58.1, ""ebitda_margin"": 5.4, ""pat_margin"": 14.9}",370,200,2026-03-12T13:20:09.035367
CAM_00751,COMP_00751,L41183DD2010PLC000751,Basic Materials,-0.467059,0.8165,normal,normal,"{""dscr"": 5.9, ""debt_to_equity"": 90.3, ""interest_coverage"": 8.1, ""ebitda_margin"": 75.4, ""pat_margin"": 42.7}",370,200,2026-03-12T13:20:09.035629
CAM_00752,COMP_00752,L75935AN2010PLC000752,Basic Materials,-0.480657,0.7655,normal,normal,"{""dscr"": 56.8, ""debt_to_equity"": 14.3, ""interest_coverage"": 35.9, ""ebitda_margin"": 2.7, ""pat_margin"": 5.4}",370,200,2026-03-12T13:20:09.035856
CAM_00761,COMP_00761,L38253KA2010PLC000761,Basic Materials,-0.480724,0.7652,normal,normal,"{""dscr"": 3.8, ""debt_to_equity"": 85.9, ""interest_coverage"": 6.8, ""ebitda_margin"": 75.9, ""pat_margin"": 40.3}",370,200,2026-03-12T13:20:09.036036
CAM_00762,COMP_00762,L77447KA2010PLC000762,Basic Materials,-0.424863,0.9747,normal,normal,"{""dscr"": 43.5, ""debt_to_equity"": 35.7, ""interest_coverage"": 42.4, ""ebitda_margin"": 37.0, ""pat_margin"": 39.2}",370,200,2026-03-12T13:20:09.036209
CAM_00763,COMP_00763,L44765MP2010PLC000763,Basic Materials,-0.58804,0.3629,outlier,anomalous,"{""dscr"": 20.5, ""debt_to_equity"": 81.6, ""interest_coverage"": 24.1, ""ebitda_margin"": 100.0, ""pat_margin"": 95.9}",370,200,2026-03-12T13:20:09.036380
CAM_00771,COMP_00771,L81920MN2010PLC000771,Basic Materials,-0.434358,0.9391,normal,normal,"{""dscr"": 35.1, ""debt_to_equity"": 57.8, ""interest_coverage"": 62.4, ""ebitda_margin"": 48.6, ""pat_margin"": 55.9}",370,200,2026-03-12T13:20:09.036608
CAM_00775,COMP_00775,L11661ML2010PLC000775,Basic Materials,-0.445567,0.8971,normal,normal,"{""dscr"": 53.5, ""debt_to_equity"": 46.5, ""interest_coverage"": 38.9, ""ebitda_margin"": 15.1, ""pat_margin"": 19.7}",370,200,2026-03-12T13:20:09.036800
CAM_00777,COMP_00777,L26877PY2010PLC000777,Basic Materials,-0.450518,0.8785,normal,normal,"{""dscr"": 20.8, ""debt_to_equity"": 79.7, ""interest_coverage"": 45.1, ""ebitda_margin"": 78.9, ""pat_margin"": 68.1}",370,200,2026-03-12T13:20:09.036975
CAM_00788,COMP_00788,L24971ML2010PLC000788,Basic Materials,-0.418108,1.0,normal,normal,"{""dscr"": 59.2, ""debt_to_equity"": 37.6, ""interest_coverage"": 65.9, ""ebitda_margin"": 63.8, ""pat_margin"": 66.2}",370,200,2026-03-12T13:20:09.037146
CAM_00808,COMP_00808,L65135ML2010PLC000808,Basic Materials,-0.472958,0.7944,normal,normal,"{""dscr"": 16.2, ""debt_to_equity"": 95.7, ""interest_coverage"": 33.0, ""ebitda_margin"": 90.5, ""pat_margin"": 75.1}",370,200,2026-03-12T13:20:09.037314
CAM_00810,COMP_00810,L65516KL2010PLC000810,Basic Materials,-0.449741,0.8814,normal,normal,"{""dscr"": 12.2, ""debt_to_equity"": 87.6, ""interest_coverage"": 32.2, ""ebitda_margin"": 38.6, ""pat_margin"": 37.3}",370,200,2026-03-12T13:20:09.037482
CAM_00824,COMP_00824,L43364SK2010PLC000824,Basic Materials,-0.440017,0.9179,normal,normal,"{""dscr"": 47.8, ""debt_to_equity"": 45.7, ""interest_coverage"": 34.3, ""ebitda_margin"": 15.4, ""pat_margin"": 19.5}",370,200,2026-03-12T13:20:09.037675
CAM_00826,COMP_00826,L17527LD2010PLC000826,Basic Materials,-0.533774,0.5664,outlier,anomalous,"{""dscr"": 50.0, ""debt_to_equity"": 10.0, ""interest_coverage"": 18.9, ""ebitda_margin"": 3.2, ""pat_margin"": 1.6}",370,200,2026-03-12T13:20:09.037857
CAM_00827,COMP_00827,L82127BR2010PLC000827,Basic Materials,-0.436667,0.9304,normal,normal,"{""dscr"": 59.7, ""debt_to_equity"": 59.5, ""interest_coverage"": 54.9, ""ebitda_margin"": 75.1, ""pat_margin"": 71.6}",370,200,2026-03-12T13:20:09.038032
CAM_00832,COMP_00832,L74096JH2010PLC000832,Basic Materials,-0.459042,0.8465,normal,normal,"{""dscr"": 5.7, ""debt_to_equity"": 80.5, ""interest_coverage"": 9.7, ""ebitda_margin"": 25.7, ""pat_margin"": 14.1}",370,200,2026-03-12T13:20:09.038218
CAM_00834,COMP_00834,L97372AS2010PLC000834,Basic Materials,-0.448755,0.8851,normal,normal,"{""dscr"": 36.8, ""debt_to_equity"": 82.2, ""interest_coverage"": 29.7, ""ebitda_margin"": 39.7, ""pat_margin"": 35.9}",370,200,2026-03-12T13:20:09.038395
CAM_00835,COMP_00835,L31795GJ2010PLC000835,Basic Materials,-0.437184,0.9285,normal,normal,"{""dscr"": 21.4, ""debt_to_equity"": 48.1, ""interest_coverage"": 15.7, ""ebitda_margin"": 56.5, ""pat_margin"": 38.4}",370,200,2026-03-12T13:20:09.038589
CAM_00848,COMP_00848,L76288ML2010PLC000848,Basic Materials,-0.480035,0.7678,normal,normal,"{""dscr"": 15.7, ""debt_to_equity"": 99.2, ""interest_coverage"": 34.6, ""ebitda_margin"": 55.1, ""pat_margin"": 48.4}",370,200,2026-03-12T13:20:09.038777
CAM_00849,COMP_00849,L31019MN2010PLC000849,Basic Materials,-0.477964,0.7756,normal,normal,"{""dscr"": 82.2, ""debt_to_equity"": 28.9, ""interest_coverage"": 88.6, ""ebitda_margin"": 80.0, ""pat_margin"": 92.2}",370,200,2026-03-12T13:20:09.038953
CAM_00851,COMP_00851,L39013PY2010PLC000851,Basic Materials,-0.444884,0.8996,normal,normal,"{""dscr"": 80.5, ""debt_to_equity"": 19.5, ""interest_coverage"": 71.6, ""ebitda_margin"": 69.5, ""pat_margin"": 75.7}",370,200,2026-03-12T13:20:09.039124
CAM_00875,COMP_00875,L40475JH2010PLC000875,Basic Materials,-0.43346,0.9424,normal,normal,"{""dscr"": 37.0, ""debt_to_equity"": 53.0, ""interest_coverage"": 61.6, ""ebitda_margin"": 35.1, ""pat_margin"": 43.8}",370,200,2026-03-12T13:20:09.039295
CAM_00877,COMP_00877,L18614CG2010PLC000877,Basic Materials,-0.429498,0.9573,normal,normal,"{""dscr"": 41.9, ""debt_to_equity"": 50.3, ""interest_coverage"": 66.2, ""ebitda_margin"": 41.1, ""pat_margin"": 51.1}",370,200,2026-03-12T13:20:09.039462
CAM_00878,COMP_00878,L28074DD2010PLC000878,Basic Materials,-0.48614,0.7449,normal,normal,"{""dscr"": 84.6, ""debt_to_equity"": 33.2, ""interest_coverage"": 93.8, ""ebitda_margin"": 54.9, ""pat_margin"": 72.2}",370,200,2026-03-12T13:20:09.039655
CAM_00880,COMP_00880,L13346MP2010PLC000880,Basic Materials,-0.466254,0.8195,normal,normal,"{""dscr"": 83.2, ""debt_to_equity"": 8.1, ""interest_coverage"": 70.8, ""ebitda_margin"": 38.4, ""pat_margin"": 51.6}",370,200,2026-03-12T13:20:09.039844
CAM_00889,COMP_00889,L31962TS2010PLC000889,Basic Materials,-0.473457,0.7925,normal,normal,"{""dscr"": 7.6, ""debt_to_equity"": 95.9, ""interest_coverage"": 9.7, ""ebitda_margin"": 69.7, ""pat_margin"": 40.5}",370,200,2026-03-12T13:20:09.040020
CAM_00891,COMP_00891,L72300MP2010PLC000891,Basic Materials,-0.440715,0.9152,normal,normal,"{""dscr"": 50.8, ""debt_to_equity"": 28.4, ""interest_coverage"": 28.9, ""ebitda_margin"": 27.3, ""pat_margin"": 25.4}",370,200,2026-03-12T13:20:09.040191
CAM_00892,COMP_00892,L67819GJ2010PLC000892,Basic Materials,-0.439369,0.9203,normal,normal,"{""dscr"": 72.4, ""debt_to_equity"": 18.9, ""interest_coverage"": 51.9, ""ebitda_margin"": 26.2, ""pat_margin"": 33.0}",370,200,2026-03-12T13:20:09.040357
CAM_00896,COMP_00896,L64425MH2010PLC000896,Basic Materials,-0.490239,0.7296,normal,normal,"{""dscr"": 2.2, ""debt_to_equity"": 73.0, ""interest_coverage"": 6.2, ""ebitda_margin"": 17.3, ""pat_margin"": 5.1}",370,200,2026-03-12T13:20:09.040544
CAM_00897,COMP_00897,L95218BR2010PLC000897,Basic Materials,-0.510308,0.6543,normal,normal,"{""dscr"": 37.6, ""debt_to_equity"": 26.8, ""interest_coverage"": 35.7, ""ebitda_margin"": 1.6, ""pat_margin"": 2.7}",370,200,2026-03-12T13:20:09.040726
CAM_00904,COMP_00904,L26679DN2010PLC000904,Basic Materials,-0.465437,0.8226,normal,normal,"{""dscr"": 88.4, ""debt_to_equity"": 34.9, ""interest_coverage"": 88.1, ""ebitda_margin"": 67.3, ""pat_margin"": 78.9}",370,200,2026-03-12T13:20:09.040910
CAM_00907,COMP_00907,L86660AN2010PLC000907,Basic Materials,-0.479076,0.7714,normal,normal,"{""dscr"": 31.6, ""debt_to_equity"": 98.6, ""interest_coverage"": 29.2, ""ebitda_margin"": 87.8, ""pat_margin"": 69.5}",370,200,2026-03-12T13:20:09.041080
CAM_00908,COMP_00908,L33508TS2010PLC000908,Basic Materials,-0.522233,0.6096,normal,normal,"{""dscr"": 81.4, ""debt_to_equity"": 52.2, ""interest_coverage"": 91.6, ""ebitda_margin"": 81.1, ""pat_margin"": 94.6}",370,200,2026-03-12T13:20:09.041250
CAM_00915,COMP_00915,L89758NL2010PLC000915,Basic Materials,-0.467154,0.8161,normal,normal,"{""dscr"": 29.5, ""debt_to_equity"": 74.9, ""interest_coverage"": 47.0, ""ebitda_margin"": 91.1, ""pat_margin"": 83.5}",370,200,2026-03-12T13:20:09.041417
CAM_00931,COMP_00931,L41372ML2010PLC000931,Basic Materials,-0.489219,0.7334,normal,normal,"{""dscr"": 85.7, ""debt_to_equity"": 20.3, ""interest_coverage"": 92.4, ""ebitda_margin"": 29.2, ""pat_margin"": 48.9}",370,200,2026-03-12T13:20:09.041603
CAM_00943,COMP_00943,L11838MZ2010PLC000943,Basic Materials,-0.500272,0.692,normal,normal,"{""dscr"": 90.3, ""debt_to_equity"": 2.4, ""interest_coverage"": 84.9, ""ebitda_margin"": 27.8, ""pat_margin"": 44.9}",370,200,2026-03-12T13:20:09.041789
CAM_00954,COMP_00954,L48734TN2010PLC000954,Basic Materials,-0.486378,0.7441,normal,normal,"{""dscr"": 65.4, ""debt_to_equity"": 48.4, ""interest_coverage"": 69.2, ""ebitda_margin"": 92.2, ""pat_margin"": 96.8}",370,200,2026-03-12T13:20:09.041962
CAM_00961,COMP_00961,L66473TN2010PLC000961,Basic Materials,-0.429721,0.9565,normal,normal,"{""dscr"": 79.7, ""debt_to_equity"": 38.4, ""interest_coverage"": 75.4, ""ebitda_margin"": 62.4, ""pat_margin"": 69.7}",370,200,2026-03-12T13:20:09.042129
CAM_00967,COMP_00967,L31798TR2010PLC000967,Basic Materials,-0.438583,0.9232,normal,normal,"{""dscr"": 79.2, ""debt_to_equity"": 27.0, ""interest_coverage"": 83.8, ""ebitda_margin"": 58.9, ""pat_margin"": 70.0}",370,200,2026-03-12T13:20:09.042307
CAM_00968,COMP_00968,L42257MP2010PLC000968,Basic Materials,-0.481927,0.7607,normal,normal,"{""dscr"": 15.1, ""debt_to_equity"": 98.4, ""interest_coverage"": 22.4, ""ebitda_margin"": 88.1, ""pat_margin"": 66.5}",370,200,2026-03-12T13:20:09.042476
CAM_00969,COMP_00969,L57655GJ2010PLC000969,Basic Materials,-0.516432,0.6314,normal,normal,"{""dscr"": 36.5, ""debt_to_equity"": 64.9, ""interest_coverage"": 40.5, ""ebitda_margin"": 98.6, ""pat_margin"": 96.2}",370,200,2026-03-12T13:20:09.042679
CAM_00974,COMP_00974,L38596KA2010PLC000974,Basic Materials,-0.485195,0.7485,normal,normal,"{""dscr"": 8.9, ""debt_to_equity"": 95.1, ""interest_coverage"": 7.6, ""ebitda_margin"": 17.8, ""pat_margin"": 7.3}",370,200,2026-03-12T13:20:09.042876
CAM_00977,COMP_00977,L89358AR2010PLC000977,Basic Materials,-0.422644,0.983,normal,normal,"{""dscr"": 46.5, ""debt_to_equity"": 62.7, ""interest_coverage"": 44.9, ""ebitda_margin"": 50.8, ""pat_margin"": 50.0}",370,200,2026-03-12T13:20:09.043050
CAM_00982,COMP_00982,L79973MP2010PLC000982,Basic Materials,-0.462051,0.8353,normal,normal,"{""dscr"": 67.8, ""debt_to_equity"": 21.9, ""interest_coverage"": 55.4, ""ebitda_margin"": 3.0, ""pat_margin"": 10.0}",370,200,2026-03-12T13:20:09.043220
CAM_00986,COMP_00986,L91946CG2010PLC000986,Basic Materials,-0.450102,0.8801,normal,normal,"{""dscr"": 24.1, ""debt_to_equity"": 82.4, ""interest_coverage"": 36.5, ""ebitda_margin"": 89.2, ""pat_margin"": 77.0}",370,200,2026-03-12T13:20:09.043389
CAM_00987,COMP_00987,L30442MZ2010PLC000987,Basic Materials,-0.67426,0.0397,outlier,extreme_outlier,"{""dscr"": 99.2, ""debt_to_equity"": 14.9, ""interest_coverage"": 99.5, ""ebitda_margin"": 70.5, ""pat_margin"": 97.0}",370,200,2026-03-12T13:20:09.043581
CAM_00994,COMP_00994,L54342JH2010PLC000994,Basic Materials,-0.427023,0.9666,normal,normal,"{""dscr"": 50.5, ""debt_to_equity"": 30.5, ""interest_coverage"": 48.1, ""ebitda_margin"": 41.9, ""pat_margin"": 45.1}",370,200,2026-03-12T13:20:09.043756
CAM_00997,COMP_00997,L44125TN2010PLC000997,Basic Materials,-0.44684,0.8923,normal,normal,"{""dscr"": 85.9, ""debt_to_equity"": 20.5, ""interest_coverage"": 86.8, ""ebitda_margin"": 63.0, ""pat_margin"": 76.5}",370,200,2026-03-12T13:20:09.043941
CAM_00998,COMP_00998,L33868MP2010PLC000998,Basic Materials,-0.437534,0.9272,normal,normal,"{""dscr"": 58.4, ""debt_to_equity"": 35.1, ""interest_coverage"": 73.2, ""ebitda_margin"": 35.9, ""pat_margin"": 49.2}",370,200,2026-03-12T13:20:09.044112
CAM_01004,COMP_01004,L48228ML2010PLC001004,Basic Materials,-0.469483,0.8074,normal,normal,"{""dscr"": 3.2, ""debt_to_equity"": 92.4, ""interest_coverage"": 4.3, ""ebitda_margin"": 32.2, ""pat_margin"": 11.9}",370,200,2026-03-12T13:20:09.044282
CAM_01009,COMP_01009,L52386TN2010PLC001009,Basic Materials,-0.519694,0.6192,normal,normal,"{""dscr"": 39.5, ""debt_to_equity"": 47.8, ""interest_coverage"": 38.1, ""ebitda_margin"": 98.4, ""pat_margin"": 94.1}",370,200,2026-03-12T13:20:09.044449
CAM_01011,COMP_01011,L62659AR2010PLC001011,Basic Materials,-0.445934,0.8957,normal,normal,"{""dscr"": 15.9, ""debt_to_equity"": 48.9, ""interest_coverage"": 10.8, ""ebitda_margin"": 20.8, ""pat_margin"": 11.1}",370,200,2026-03-12T13:20:09.044641
CAM_01015,COMP_01015,L71082KA2010PLC001015,Basic Materials,-0.472694,0.7954,normal,normal,"{""dscr"": 55.9, ""debt_to_equity"": 15.9, ""interest_coverage"": 36.2, ""ebitda_margin"": 3.5, ""pat_margin"": 7.0}",370,200,2026-03-12T13:20:09.044825
CAM_01017,COMP_01017,L49752DN2010PLC001017,Basic Materials,-0.45697,0.8543,normal,normal,"{""dscr"": 51.6, ""debt_to_equity"": 68.4, ""interest_coverage"": 50.8, ""ebitda_margin"": 24.9, ""pat_margin"": 32.4}",370,200,2026-03-12T13:20:09.044999
CAM_01018,COMP_01018,L37588JH2010PLC001018,Basic Materials,-0.441436,0.9125,normal,normal,"{""dscr"": 64.6, ""debt_to_equity"": 54.1, ""interest_coverage"": 70.5, ""ebitda_margin"": 83.2, ""pat_margin"": 85.9}",370,200,2026-03-12T13:20:09.045168
CAM_01020,COMP_01020,L30925BR2010PLC001020,Basic Materials,-0.437609,0.9269,normal,normal,"{""dscr"": 74.1, ""debt_to_equity"": 19.2, ""interest_coverage"": 76.5, ""ebitda_margin"": 58.1, ""pat_margin"": 67.0}",370,200,2026-03-12T13:20:09.045338
CAM_01030,COMP_01030,L53703AS2010PLC001030,Basic Materials,-0.435325,0.9355,normal,normal,"{""dscr"": 48.1, ""debt_to_equity"": 53.5, ""interest_coverage"": 47.6, ""ebitda_margin"": 76.8, ""pat_margin"": 69.2}",370,200,2026-03-12T13:20:09.045521
CAM_01037,COMP_01037,L20592CG2010PLC001037,Basic Materials,-0.438943,0.9219,normal,normal,"{""dscr"": 19.5, ""debt_to_equity"": 82.7, ""interest_coverage"": 33.8, ""ebitda_margin"": 63.2, ""pat_margin"": 54.1}",370,200,2026-03-12T13:20:09.045698
CAM_01038,COMP_01038,L72784OR2010PLC001038,Basic Materials,-0.45698,0.8543,normal,normal,"{""dscr"": 12.4, ""debt_to_equity"": 85.7, ""interest_coverage"": 8.4, ""ebitda_margin"": 20.0, ""pat_margin"": 9.2}",370,200,2026-03-12T13:20:09.045899
CAM_01040,COMP_01040,L77674TN2010PLC001040,Basic Materials,-0.474477,0.7887,normal,normal,"{""dscr"": 48.9, ""debt_to_equity"": 89.5, ""interest_coverage"": 47.8, ""ebitda_margin"": 93.0, ""pat_margin"": 87.3}",370,200,2026-03-12T13:20:09.046094
CAM_01042,COMP_01042,L13434GA2010PLC001042,Basic Materials,-0.462148,0.8349,normal,normal,"{""dscr"": 60.5, ""debt_to_equity"": 63.5, ""interest_coverage"": 77.6, ""ebitda_margin"": 82.4, ""pat_margin"": 88.1}",370,200,2026-03-12T13:20:09.046279
CAM_01050,COMP_01050,L37564KL2010PLC001050,Basic Materials,-0.443236,0.9058,normal,normal,"{""dscr"": 69.7, ""debt_to_equity"": 34.3, ""interest_coverage"": 62.7, ""ebitda_margin"": 80.3, ""pat_margin"": 78.6}",370,200,2026-03-12T13:20:09.046450
CAM_01059,COMP_01059,L61875BR2010PLC001059,Basic Materials,-0.483805,0.7537,normal,normal,"{""dscr"": 39.2, ""debt_to_equity"": 74.3, ""interest_coverage"": 45.9, ""ebitda_margin"": 9.2, ""pat_margin"": 17.0}",370,200,2026-03-12T13:20:09.046679
CAM_01063,COMP_01063,L18873JH2010PLC001063,Basic Materials,-0.468893,0.8096,normal,normal,"{""dscr"": 76.2, ""debt_to_equity"": 26.5, ""interest_coverage"": 87.3, ""ebitda_margin"": 74.9, ""pat_margin"": 87.8}",370,200,2026-03-12T13:20:09.046876
CAM_01069,COMP_01069,L91441GJ2010PLC001069,Basic Materials,-0.599578,0.3197,outlier,anomalous,"{""dscr"": 98.4, ""debt_to_equity"": 0.5, ""interest_coverage"": 97.8, ""ebitda_margin"": 36.8, ""pat_margin"": 61.9}",370,200,2026-03-12T13:20:09.047051
CAM_01070,COMP_01070,L56481AP2010PLC001070,Basic Materials,-0.439581,0.9195,normal,normal,"{""dscr"": 84.1, ""debt_to_equity"": 27.8, ""interest_coverage"": 80.8, ""ebitda_margin"": 48.1, ""pat_margin"": 61.6}",370,200,2026-03-12T13:20:09.047222
CAM_01071,COMP_01071,L67615KL2010PLC001071,Basic Materials,-0.424657,0.9754,normal,normal,"{""dscr"": 71.9, ""debt_to_equity"": 41.9, ""interest_coverage"": 72.4, ""ebitda_margin"": 54.3, ""pat_margin"": 63.0}",370,200,2026-03-12T13:20:09.047391
CAM_01088,COMP_01088,L63783AR2010PLC001088,Basic Materials,-0.483638,0.7543,normal,normal,"{""dscr"": 3.5, ""debt_to_equity"": 60.5, ""interest_coverage"": 2.4, ""ebitda_margin"": 40.8, ""pat_margin"": 12.7}",370,200,2026-03-12T13:20:09.047582
CAM_01097,COMP_01097,L37641ML2010PLC001097,Basic Materials,-0.458112,0.85,normal,normal,"{""dscr"": 88.9, ""debt_to_equity"": 27.3, ""interest_coverage"": 89.2, ""ebitda_margin"": 61.4, ""pat_margin"": 76.2}",370,200,2026-03-12T13:20:09.047758
